ID,Timestamp,PGN (Hex),PGN Definition,SPN Definitions,SPN Values
"625","2023-03-08 16:35:48.111588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"627","2023-03-08 16:35:48.133588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"628","2023-03-08 16:35:48.133588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"629","2023-03-08 16:35:48.155588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"630","2023-03-08 16:35:48.177588","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"631","2023-03-08 16:35:48.177588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"632","2023-03-08 16:35:48.177588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"633","2023-03-08 16:35:48.177588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"634","2023-03-08 16:35:48.199588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"636","2023-03-08 16:35:48.199588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"638","2023-03-08 16:35:48.243588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"639","2023-03-08 16:35:48.243588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"641","2023-03-08 16:35:48.265588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"642","2023-03-08 16:35:48.265588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"643","2023-03-08 16:35:48.287588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"644","2023-03-08 16:35:48.287588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"645","2023-03-08 16:35:48.287588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"647","2023-03-08 16:35:48.309588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"649","2023-03-08 16:35:48.331588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"650","2023-03-08 16:35:48.353588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"651","2023-03-08 16:35:48.353588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"652","2023-03-08 16:35:48.375588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"653","2023-03-08 16:35:48.375588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"654","2023-03-08 16:35:48.397588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"655","2023-03-08 16:35:48.397588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"657","2023-03-08 16:35:48.397588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"659","2023-03-08 16:35:48.441588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"660","2023-03-08 16:35:48.441588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"661","2023-03-08 16:35:48.463588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"662","2023-03-08 16:35:48.485588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"663","2023-03-08 16:35:48.485588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"664","2023-03-08 16:35:48.485588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"667","2023-03-08 16:35:48.485588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"670","2023-03-08 16:35:48.507587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"673","2023-03-08 16:35:48.529587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"674","2023-03-08 16:35:48.551587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"675","2023-03-08 16:35:48.573587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"676","2023-03-08 16:35:48.573587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"677","2023-03-08 16:35:48.573587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"678","2023-03-08 16:35:48.595587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"679","2023-03-08 16:35:48.595587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"681","2023-03-08 16:35:48.595587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"683","2023-03-08 16:35:48.639587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"684","2023-03-08 16:35:48.639587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"685","2023-03-08 16:35:48.661587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"686","2023-03-08 16:35:48.683587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"688","2023-03-08 16:35:48.683587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"689","2023-03-08 16:35:48.683587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"690","2023-03-08 16:35:48.705587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"692","2023-03-08 16:35:48.705587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"694","2023-03-08 16:35:48.727587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"695","2023-03-08 16:35:48.749587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"697","2023-03-08 16:35:48.771587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"698","2023-03-08 16:35:48.771587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"699","2023-03-08 16:35:48.793587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"700","2023-03-08 16:35:48.793587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"701","2023-03-08 16:35:48.793587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"703","2023-03-08 16:35:48.793587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"705","2023-03-08 16:35:48.837587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"707","2023-03-08 16:35:48.837587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"708","2023-03-08 16:35:48.859587","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"709","2023-03-08 16:35:48.859587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"710","2023-03-08 16:35:48.881587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"711","2023-03-08 16:35:48.881587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"712","2023-03-08 16:35:48.881587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"713","2023-03-08 16:35:48.903587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"715","2023-03-08 16:35:48.926587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"717","2023-03-08 16:35:48.948587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"718","2023-03-08 16:35:48.948587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"719","2023-03-08 16:35:48.970587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"720","2023-03-08 16:35:48.970587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"721","2023-03-08 16:35:48.992587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"722","2023-03-08 16:35:48.992587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"723","2023-03-08 16:35:48.992587","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"727","2023-03-08 16:35:48.992587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"730","2023-03-08 16:35:49.014587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"734","2023-03-08 16:35:49.036587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"735","2023-03-08 16:35:49.036587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"736","2023-03-08 16:35:49.058587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"737","2023-03-08 16:35:49.080587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"738","2023-03-08 16:35:49.080587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"739","2023-03-08 16:35:49.080587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"740","2023-03-08 16:35:49.102587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"742","2023-03-08 16:35:49.102587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"744","2023-03-08 16:35:49.146587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"745","2023-03-08 16:35:49.146587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"746","2023-03-08 16:35:49.168587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"747","2023-03-08 16:35:49.168587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"748","2023-03-08 16:35:49.168587","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"749","2023-03-08 16:35:49.190587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"750","2023-03-08 16:35:49.190587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"751","2023-03-08 16:35:49.190587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"753","2023-03-08 16:35:49.212587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"755","2023-03-08 16:35:49.234587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"756","2023-03-08 16:35:49.234587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"758","2023-03-08 16:35:49.256587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"759","2023-03-08 16:35:49.278587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"760","2023-03-08 16:35:49.278587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"761","2023-03-08 16:35:49.278587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"762","2023-03-08 16:35:49.300587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"764","2023-03-08 16:35:49.300587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"766","2023-03-08 16:35:49.344587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"767","2023-03-08 16:35:49.344587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"768","2023-03-08 16:35:49.366587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"769","2023-03-08 16:35:49.366587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"770","2023-03-08 16:35:49.388587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"771","2023-03-08 16:35:49.388587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"772","2023-03-08 16:35:49.388587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"774","2023-03-08 16:35:49.410587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"776","2023-03-08 16:35:49.432587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"777","2023-03-08 16:35:49.454587","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"778","2023-03-08 16:35:49.454587","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"779","2023-03-08 16:35:49.476587","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"780","2023-03-08 16:35:49.476587","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"781","2023-03-08 16:35:49.498587","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"784","2023-03-08 16:35:49.498587","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"787","2023-03-08 16:35:49.498587","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"790","2023-03-08 16:35:49.542586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"791","2023-03-08 16:35:49.542586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"792","2023-03-08 16:35:49.564586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"793","2023-03-08 16:35:49.586586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"794","2023-03-08 16:35:49.586586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"795","2023-03-08 16:35:49.586586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"796","2023-03-08 16:35:49.586586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"798","2023-03-08 16:35:49.608586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"800","2023-03-08 16:35:49.630586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"801","2023-03-08 16:35:49.652586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"802","2023-03-08 16:35:49.674586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"803","2023-03-08 16:35:49.674586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"804","2023-03-08 16:35:49.696586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"805","2023-03-08 16:35:49.696586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"807","2023-03-08 16:35:49.696586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"809","2023-03-08 16:35:49.696586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"811","2023-03-08 16:35:49.740586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"813","2023-03-08 16:35:49.740586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"814","2023-03-08 16:35:49.762586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"815","2023-03-08 16:35:49.784586","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"816","2023-03-08 16:35:49.784586","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"817","2023-03-08 16:35:49.784586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"818","2023-03-08 16:35:49.806586","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"820","2023-03-08 16:35:49.806586","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"822","2023-03-08 16:35:49.828586","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"823","2023-03-08 16:35:49.850586","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"825","2023-03-08 16:35:49.850586","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"826","2023-03-08 16:35:49.872586","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
